time,Building 1,Building 2,Building 3,Building 4,Building 5,Building 6,Building 7,Building 8,Building 9,Building 10,Building 11,Building 12,Building 13,Building 14,Building 15,Building 16,Building 17,Building 18,Building 19,Building 20,Building 21,Building 22,Building 23,Building 24,Building 25,Building 26,Building 27,Building 28,Total,costData,Emissions,,GHI,Solar_Power,,,,Solar_Power_2,,"Solar Power (kW, 22 Panel)",
5915,0.625822057,0.575064344,0.264108458,0.388001771,0.223807561,2.246725453,2.043374082,0.323755739,0.652344639,0.808052869,0.186541747,0.592627179,0.503669556,0.401489274,0.370152515,0.252868863,0.237503524,1.035444228,0.353756024,0.207302018,0.692065389,0.274702172,0.283737226,0.316311805,0.318354436,0.237757227,0.203914106,1.530519396,16.14977366,0.10388,0.431026,0.059737684,873,5.5665972,-4.940775143,0,0,1.464894,,6.4455336,
5916,0.698829872,0.353788116,0.26821486,0.253674139,0.789669064,0.258986719,0.342613237,2.042824693,0.381904646,0.388781931,0.189650755,0.289917266,0.278533362,0.225017912,0.21288352,0.257092065,0.213048167,0.561442577,0.248946263,0.518418151,0.615745918,0.278988161,0.288284045,0.261062603,0.524966222,0.2410806,1.016671768,0.520780607,12.52181724,0.10388,0.339325,0.036751509,938,5.9810632,-5.282233328,0,0,1.573964,,6.9254416,
5917,0.307198431,0.246996282,0.526004669,0.253710791,2.339016777,0.787425175,0.218012526,0.523124771,0.217873598,0.240947516,0.610210902,0.231988919,0.521905179,0.22504031,0.213077327,0.256827326,0.507555617,0.880079962,0.248719763,0.23434431,0.260287458,0.250364481,0.287986352,0.261293888,0.285467044,0.629640357,0.356335968,0.226330399,12.1477661,0.10388,0.321748,0.025657974,942,6.0065688,-5.699370369,0,0,1.580676,,6.9549744,
5918,0.417127372,0.642773816,0.253366125,0.666092031,0.275691538,0.566869925,0.217052345,0.238889043,0.631302229,0.64087008,0.307127977,0.230912125,0.226578072,0.224026281,0.213206532,0.254242051,0.243357479,0.578542241,0.246216704,2.407739816,0.226468114,0.570201748,0.284962276,4.571031795,0.246907047,0.334009232,0.914687581,0.226471026,16.8567226,0.19015,0.301223,0.122223441,878,5.5984792,-5.181351828,0,0,1.473284,,6.4824496,
5919,0.594471132,0.338283792,0.241113633,0.438515438,0.207550839,0.596918138,0.532841017,0.681616415,0.665060551,0.352373927,0.169167696,0.23273948,0.200276086,0.563106752,0.535571447,0.583988652,0.270462063,0.998105091,0.496230144,0.834228513,0.705641728,0.434183925,0.726358105,0.327716513,0.601019916,0.24194995,2.506034177,0.532027993,15.60755311,0.19015,0.184272,0.064324663,748,4.7695472,-4.175076068,0,0,1.255144,,5.5226336,
5920,0.328890758,0.286823493,0.248627256,1.677462183,0.230402673,0.581822712,0.280455699,0.336850949,0.285749344,0.587502676,0.511653631,0.240103222,0.20704745,0.281908794,0.298688741,0.298072778,0.480272704,0.57107513,0.69775856,2.042413903,0.479782022,0.662734183,0.756703926,0.677697537,0.261297749,0.674227776,2.219426134,0.332541592,16.53799358,0.27643,0.178299,0.079286618,589,3.7556996,-3.426808842,0,0,0.988342,,4.3487048,
5921,0.259726376,1.052220827,0.261728511,3.137151434,1.201532186,0.544660994,0.769540137,0.390401079,0.693210385,0.288831811,0.311703062,1.634528677,0.869675506,1.029812178,0.529378501,0.699546129,1.997599812,0.352147198,1.022842532,0.788449893,0.235929541,0.31306373,0.364739091,1.413073187,0.2803492,0.399937744,1.874603612,0.878064923,23.59444826,0.27643,0.37153,0.290865403,376,2.3975264,-2.137800024,0,0,0.630928,,2.7760832,
5922,2.17532703,0.514500224,0.317657565,0.697259338,0.349844038,0.639776026,1.310145586,0.837152368,0.378213317,0.245852599,0.215499809,0.424340272,0.376186473,0.296986505,1.507870797,0.46142245,4.193252575,0.7564419,0.34258399,0.612972137,0.23906134,0.678733594,0.76026779,0.450327909,0.728430414,0.317080997,0.715664728,0.477036968,21.01988874,0.27643,0.580182,0.142223297,167,1.0648588,1.11046823,1.11046823,0.306966733,0.280226,,1.2329944,
5923,0.814820632,0.43009045,0.619710785,0.506076977,0.770047826,0.512846083,1.649868609,0.486142931,0.327335648,0.532270802,0.524339047,0.696344072,0.287191493,0.311597461,0.946665537,0.378198261,0.563696717,0.590879463,1.213306043,0.928152673,0.236721904,0.50032319,2.578985033,0.858828984,0.51377659,0.736762508,0.673002682,0.605575071,19.79355747,0.27643,0.556293,0.118889903,7,0.0446348,0.770185832,0.770185832,0.21290247,0.011746,,0.0516824,
5924,3.156251802,0.879937902,0.578828082,0.498537542,0.742618541,0.433975938,1.521364757,0.871546009,0.738394264,1.470080555,0.48353142,0.491057634,1.003915155,0.783684357,0.890544475,0.992214423,1.093319151,0.513816454,1.524066302,0.725932746,0.399477301,0.695168703,1.6679719,0.725606652,0.780566749,0.645020196,0.923449002,0.67315733,25.90403534,0.10388,0.558863,0.091407949,0,0,3.156251802,3.156251802,0.327871437,0,,0,
5925,1.206265705,0.640197196,0.541753908,0.951540249,0.550489467,0.830243629,1.429142645,1.227471676,0.5381672,0.939436973,0.46906722,0.413650507,0.846585861,0.974468096,0.966353629,0.925204372,3.651428268,0.869181007,0.443008467,0.832759525,0.492960244,3.093226265,0.465443111,0.611324573,0.715937308,0.547906081,0.692099873,0.533410625,26.39872368,0.10388,0.564079,0.066503685,0,0,1.206265705,1.206265705,0.125306881,0,,0,
5926,0.899728639,0.542966326,0.862880136,0.931585473,0.962982338,1.005753269,1.248174614,0.642826083,0.526245599,0.645652564,2.404543373,0.717648268,0.492198495,0.65736179,0.53918443,1.311163691,1.449630344,0.666220049,0.849650261,0.620466,0.959961169,0.800858217,0.442499554,0.83298352,0.932199166,0.505526915,0.542312867,0.825694927,23.81889808,0.10388,0.564155,0.056403342,0,0,0.899728639,0.899728639,0.093463811,0,,0,
5927,0.755589515,0.64668151,0.722882366,0.689623546,0.761913662,0.727488827,0.845041517,0.566001272,0.582782813,0.594958305,2.313763473,0.60362289,0.962514015,0.555136126,0.442811915,0.923018917,0.944821169,0.592622517,0.616046272,0.922322098,0.952992515,0.674539652,0.908141362,0.723136195,0.610421756,0.84224339,0.49563042,0.647112371,21.62386039,0.10388,0.555915,0.067177275,0,0,0.755589515,0.755589515,0.078490639,0,,0,
5928,0.951009727,1.010796688,0.902481799,1.160763096,1.38364287,0.914296799,1.089624357,0.8375062,0.89176924,1.361078748,1.001626369,0.712975176,1.264023532,0.7988843,0.648030921,1.163311139,1.178516609,0.925082365,0.681260453,1.136255619,1.451614024,0.770567659,1.126688897,0.91308501,0.733877709,1.094374874,0.722153807,0.789359606,27.61465759,0.10388,0.563437,0.10500156,0,0,0.951009727,0.951009727,0.09879089,0,,0,
5929,0.997222998,1.11652766,0.97130597,1.229007212,1.602219676,0.97651537,0.946615056,0.942292253,0.985532061,1.641024633,1.048567546,0.77266369,0.97100939,0.883307976,0.743621747,1.18721174,0.982043049,1.016999631,0.728833213,0.897452565,0.867177733,0.884174942,0.951448145,0.993816047,1.170612572,0.934326914,1.110505084,0.836427208,28.38846208,0.10388,0.570581,0.115984893,0,0,0.997222998,0.997222998,0.103591525,0,,0,
5930,1.476841445,1.664796467,1.1221166,1.112208203,1.296040181,1.137480621,1.081798925,1.095707545,1.12970833,1.336298742,0.820300567,0.915943726,0.989144748,1.0194265,1.200481571,1.351145307,1.09833388,1.2237089,0.867207614,0.98562816,0.978537575,1.043062733,1.052198616,1.448612484,1.284011138,1.043303887,1.196604946,0.958217053,31.92886646,0.10388,0.577347,0.172939057,0,0,1.476841445,1.476841445,0.153414289,0,,0,
5931,1.558407712,1.747602103,1.184875852,1.509363206,1.204851187,1.231439429,1.17563869,1.183994786,1.213082526,1.21857367,0.845894018,1.005069708,1.053916959,1.102178258,1.276439606,1.456219518,1.183827632,1.725340108,0.957270053,1.398386896,1.378621539,1.140445153,1.135097662,1.592083665,1.03394402,1.117912353,1.039718094,1.039833602,34.71002801,0.10388,0.364045,0.181540906,0,0,1.558407712,1.558407712,0.161887393,0,,0,
5932,1.826896104,1.859806796,1.71993866,1.644486596,1.260107676,1.314771395,1.258360161,1.261397212,1.287560581,1.27743149,0.89762445,1.079715712,1.12216278,1.606358032,1.543208498,1.548587829,1.579724594,1.810957056,1.317709148,1.464189983,1.480723617,1.223667358,1.212375098,1.859542869,1.062022225,1.196371605,1.077201101,1.110111894,38.90301052,0.10388,0.574172,0.19319673,0,0,1.826896104,1.826896104,0.189777967,0,,0,
5933,1.911112402,1.936586017,1.809668484,1.409177041,1.34063025,1.405125831,1.99079417,1.85631208,1.701385813,1.354857213,0.958377988,1.688801687,1.194908395,1.873222557,2.119912955,1.644356702,1.659582849,1.62739807,1.417989177,1.222020709,1.261543986,1.316273801,1.64283589,1.992609923,1.132870377,1.651007208,1.145291771,1.569484168,43.83413752,0.10388,0.570619,0.201172555,0,0,1.911112402,1.911112402,0.198526356,0,,0,
5934,1.852389197,1.653349218,1.431366044,1.417880266,1.784647498,1.61813857,1.533705533,1.620686088,1.713068883,1.651696126,0.963456433,3.060033405,1.207325746,1.748418549,2.138920564,1.996272384,1.424410733,1.751708409,1.669016,1.198069924,1.266468056,1.468308307,1.690660541,2.073818441,1.156560876,2.703214393,1.159809077,1.640399313,46.59379857,0.10388,0.318951,0.171749917,0,0,1.852389197,1.852389197,0.19242619,0,,0,
5935,1.66695816,1.846754102,1.561049708,1.287456692,2.525967275,1.493581125,1.208685481,1.235318412,1.247008991,1.210173157,0.852889426,1.511837038,1.43351179,1.09373239,1.535378766,1.835138209,1.605536878,1.731376288,1.553363027,1.068699755,1.584385974,1.5724367,1.234529584,2.11364638,1.347945643,1.806106023,1.108688703,1.656949065,41.92910474,0.10388,0.314188,0.191840816,134,0.8544376,0.81252056,0.81252056,0.084404636,0.224852,,0.9893488,
5936,0.652576632,1.310908332,0.721521958,0.945973359,1.068422475,0.970978233,0.627145632,1.037688247,1.247063701,0.926287053,0.46573912,0.58273348,0.686251762,0.553795846,0.897126064,1.223463468,0.771135796,0.876337966,0.548445296,0.920751238,1.170089252,0.748999909,1.67013229,1.285030326,0.629185419,0.928908049,3.254923935,1.286279138,28.00789398,0.10388,0.311051,0.136177158,345,2.199858,-1.547281368,0,0,0.57891,,2.547204,
5937,0.408620583,0.609992888,1.143522589,0.547127466,0.393726699,0.557596751,1.012386121,1.117189365,0.58529747,0.536848262,0.29976709,0.363320161,0.688209047,0.822641393,0.508552316,1.124958597,1.085761474,0.534288841,0.756294213,1.543775464,0.445435375,0.437650722,0.460454948,0.787006959,0.387762305,0.536058783,0.458885165,0.753755162,18.90688621,0.10388,0.466368,0.063366061,550,3.50702,-3.098399417,0,0,0.9229,,4.06076,
5938,0.234806413,0.262284966,0.673518638,0.456712277,0.670993452,0.2613925,0.872161121,0.698421253,0.220823897,0.707811441,0.192040882,0.228324954,0.681860006,0.817730438,0.241994873,1.185245645,0.432825167,1.896726652,0.740588085,0.206574326,0.292373805,0.27402343,0.335060721,0.433433677,0.927604074,0.309096717,0.203421851,0.801694302,15.25954556,0.10388,0.528964,0.027246162,723,4.6101372,-4.375330787,0,0,1.213194,,5.3380536,
5939,0.544625079,0.243563635,0.352622396,0.25026216,0.373932505,0.259853688,0.795414299,0.757887796,0.277815696,1.393334793,1.865861716,0.204498479,0.42985629,0.389345099,0.210150757,0.451147331,0.596187715,2.386296384,0.753718348,0.207302018,0.292359861,0.302234222,0.55500066,0.670642871,2.776889222,0.23371717,0.18678105,0.807684498,18.56898574,0.10388,0.573605,0.02530139,849,5.4135636,-4.868938521,0,0,1.424622,,6.2683368,
5940,0.288364745,0.566803559,0.26821486,0.253674139,0.608742216,0.778297458,0.286685224,0.312388087,1.480960004,1.621242386,0.169971571,0.207232313,0.514857247,0.199706812,0.21288352,1.230286026,0.316962432,0.836255607,0.594119833,0.645419619,0.70844571,0.765281033,0.333546283,0.402767157,1.967755093,0.21435977,0.207899229,1.837515744,17.83063768,0.10388,0.584189,0.058879554,918,5.8535352,-5.565170455,0,0,1.540404,,6.7777776,
5941,0.238507781,0.287671836,0.267876078,0.553407766,0.283856912,0.304405746,0.241933098,0.688738249,1.514026115,0.272647665,0.189690436,0.852640269,0.239549662,0.48405309,0.213077327,0.485728798,0.240781113,0.461563903,0.248719763,0.78199506,0.516600168,0.498821063,0.259797674,0.706137248,0.416035852,0.214557861,0.525038378,0.280766603,12.26862552,0.10388,0.581656,0.02988335,906,5.7770184,-5.538510619,0,0,1.520268,,6.6891792,
5942,0.691332571,0.245820485,0.265208905,0.252492184,0.186741648,0.256106157,0.584800467,0.335044532,0.990581737,0.238626968,0.188901125,0.254174643,0.199002993,0.241548767,0.61715754,0.620312507,0.23966591,0.393798837,0.224449778,0.519178563,0.259681878,1.005986603,0.258533353,0.431513622,0.505845861,0.500811011,0.189273691,0.252205891,10.94879823,0.19015,0.565176,0.046742765,697,4.4443508,-3.753018229,0,0,1.169566,,5.1460904,
5943,0.509169284,1.086919492,0.269808751,0.429804988,2.389831156,0.260596956,0.245383253,0.224010019,1.544821109,0.825951784,0.20871969,0.258568813,0.200276086,0.225697866,0.272008792,3.415723028,0.517201232,2.635589338,1.434541975,0.212325442,0.6209586,0.376854535,0.548669521,2.221407986,0.251130281,0.24194995,0.190399921,0.254417487,21.87273734,0.19015,0.451664,0.206677741,513,3.2710932,-2.761923916,0,0,0.860814,,3.7875816,
5944,0.276730029,0.73478175,0.691653437,0.437568769,1.988489692,0.271058944,1.089713227,0.543449449,0.464493798,0.374200565,0.538010113,0.240103222,0.183513977,0.232930355,0.249802578,0.704965227,0.270338974,0.843425533,2.203651371,0.527730919,0.278520733,0.291830488,1.031246524,4.714441364,0.261297749,0.218151871,0.461863695,0.779046393,20.90301075,0.27643,0.556217,0.203115719,329,2.0978356,-1.821105571,0,0,0.552062,,2.4290728,
5945,0.652868499,1.045302791,0.343124181,0.645666379,0.483666614,0.611284992,0.982230638,0.283734522,0.272236672,0.746731678,0.894839359,1.251379972,0.894994878,0.245402637,0.807333914,0.252773287,0.301769711,0.919522023,0.321565606,0.259794884,0.332200494,0.31306373,0.323437311,2.868391603,0.721308934,0.600873317,0.465605776,0.439112685,18.28021709,0.27643,0.569069,0.288953051,195,1.243398,-0.590529501,0,0,0.32721,,1.439724,
5946,1.464061389,1.162343824,0.667679204,0.957032615,0.601215318,0.585183379,0.287183638,0.596579521,1.013180147,0.925495749,0.526015053,0.614986847,0.515287011,0.296986505,1.100673241,0.471507245,0.811748771,1.055306275,0.332901144,0.699199997,0.296109958,0.729053623,0.83012174,0.450327909,0.381562619,0.317080997,0.58643885,0.823130287,19.09839286,0.27643,0.562076,0.321306703,106,0.6758984,0.788162989,0.788162989,0.217871895,0.177868,,0.7826192,
5947,0.517020451,1.217722445,0.388153035,1.5553488,1.275724052,0.986444227,0.693438321,0.537873786,0.979802316,0.487606272,0.329810457,0.758540856,0.263721301,0.629893171,0.904558065,0.591061851,0.898242599,1.119295312,1.111561897,0.398443756,0.6040155,0.811302817,0.788471061,0.466085764,0.602854208,0.731054792,0.513030713,0.607107038,20.76818486,0.27643,0.550698,0.336615015,4,0.0255056,0.491514851,0.491514851,0.13586945,0.006712,,0.0295328,
5948,0.376699269,0.861418848,0.298676881,2.031329528,1.045608327,1.573875086,0.665204884,0.857347993,0.975691504,0.693733813,0.259150604,0.483839294,0.268989964,0.448629062,0.734026782,0.524398915,0.520162916,0.790675999,1.191055689,0.286261819,0.400874692,0.462270355,0.455498259,0.41281346,0.417477784,1.08748664,0.977413258,0.406559582,19.50717121,0.10388,0.551303,0.08948419,0,0,0.376699269,0.376699269,0.03913152,0,,0,
5949,0.384925045,0.578232747,0.431274693,1.093030285,0.576842815,2.944261953,0.512620079,1.05240663,0.812826188,0.584526465,0.293077267,0.415882666,0.637898061,0.349502008,0.539715464,0.509098173,0.720913196,0.706613255,0.548966119,0.680711525,0.858724251,0.758963278,0.309043504,0.910507205,1.082175836,0.922627673,0.655447514,0.550572567,20.42138646,0.10388,0.593261,0.060066818,0,0,0.384925045,0.384925045,0.039986014,0,,0,
5950,0.759446827,0.429318109,0.400170261,0.573213964,0.416885332,2.932189146,0.729009119,0.641328834,0.490636448,0.892977083,0.624279286,0.852915091,0.496612555,0.325588235,0.346424979,0.48288484,0.541258172,1.009734708,2.345113335,1.154212726,0.863099989,0.504920788,0.335159699,1.136544338,0.504452822,0.888629963,0.80129843,0.876501783,22.35480686,0.10388,0.575155,0.044597565,0,0,0.759446827,0.759446827,0.078891336,0,,0,
5951,0.59981274,0.438180899,0.439794174,0.755685546,0.89478934,0.835838928,0.576912283,0.490264213,0.4425615,0.657524709,0.46006755,1.012427795,0.405673256,0.692938682,0.338868147,0.858396175,0.441711813,0.672834843,0.490298392,0.600633882,0.762502618,0.429412514,0.395679016,0.949225628,0.390258007,0.578105568,0.551367875,0.530047244,16.69181334,0.10388,0.549716,0.045518232,0,0,0.59981274,0.59981274,0.062308547,0,,0,
5952,0.531176339,0.867161603,0.500693529,0.624418649,0.790045804,0.484089663,0.52351717,0.508223939,0.49387462,0.539496864,0.393709224,0.555799122,0.446691445,0.58485982,0.402322397,0.754735848,0.487545296,0.563171913,0.409154965,0.481766033,0.481996181,0.487499351,0.469530318,0.686288928,0.412714309,0.497851511,0.450488745,0.473349091,14.90217268,0.10388,0.562605,0.090080747,0,0,0.531176339,0.531176339,0.055178598,0,,0,
5953,0.572832467,0.757530476,0.899853816,0.566951876,0.630105232,0.553616796,0.557821079,0.559565171,0.551912784,0.56809024,0.416455987,0.489267195,0.50182826,0.522186019,0.461125408,0.691823791,0.547945345,0.605904481,0.445180254,0.502491765,0.514619338,0.679254406,0.528918771,0.622460536,0.461504235,0.534209214,0.475765084,0.502577382,15.72179741,0.10388,0.565327,0.078692266,0,0,0.572832467,0.572832467,0.059505837,0,,0,
5954,0.630597506,0.698046329,0.762241727,0.604366589,0.615815555,0.618681968,0.605806814,0.612344847,0.607365152,0.615240781,0.452327106,0.522869839,0.546197072,0.554867803,0.83225119,0.735206455,0.606867481,0.671123511,0.496160884,0.542449716,0.562723236,1.659396577,0.87639335,0.661376745,0.509312629,0.582624426,0.51937137,0.549813848,18.25184051,0.10388,0.568426,0.072513053,0,0,0.630597506,0.630597506,0.065506469,0,,0,
5955,0.682250661,0.738028264,0.68759792,0.653065907,0.650895119,0.945847684,0.656347179,0.658160751,0.656059551,0.658635489,0.48315755,0.568038239,0.579971168,0.596642156,0.682543882,0.787205104,0.657247034,0.706116365,0.541776477,0.585312289,0.606490813,0.686138951,0.753770691,0.712364116,0.554782294,0.938991624,0.558822744,0.893904406,18.88016443,0.10388,0.563248,0.076666376,0,0,0.682250661,0.682250661,0.070872199,0,,0,
5956,0.720764886,0.777806415,0.698903249,0.683374205,0.680522303,0.830340051,1.175740283,0.675149115,0.68830145,0.688841422,0.510750742,0.599690242,1.346994241,0.636724079,0.610922201,0.824600285,0.692321153,1.031764172,0.583943314,0.621503031,0.637940529,0.907970703,0.687874758,2.035523739,0.926871639,1.035972124,0.58628624,0.748481064,22.64587763,0.10388,0.567406,0.08079853,0,0,0.720764886,0.720764886,0.074873056,0,,0,
5957,1.337228706,1.309177653,0.837774258,0.863504262,0.816480411,1.086541781,1.25685746,0.816292646,1.200809486,0.826606115,0.944813914,1.663730116,1.2694105,0.758728526,0.709607545,1.012747133,1.387682814,1.130615272,0.807140246,0.731023009,0.771549355,0.794384015,0.81933518,1.448193603,1.018006461,1.1358229,0.696711872,0.806905484,28.25768072,0.10388,0.560337,0.135997375,0,0,1.337228706,1.337228706,0.138911318,0,,0,
5958,2.498818112,1.394082886,1.405404415,1.30937652,0.898827357,0.940370293,1.18202247,0.888263805,1.27999524,0.909819295,0.988367856,2.084319156,1.34367878,0.825077057,1.091210993,1.103855778,1.240372336,1.100279778,0.970523409,0.792453685,1.224452995,1.399262139,0.885611534,0.959306889,1.166847203,1.396954481,1.040621125,0.851129926,33.17130551,0.10388,0.344843,0.14481733,0,0,2.498818112,2.498818112,0.259577225,0,,0,
5959,2.118661975,0.876689973,1.233599055,0.869340215,1.441403466,1.108149552,0.87334178,0.691437514,1.871322396,1.917309018,1.316831289,1.437045289,1.248253688,0.661356481,0.77921144,1.368736058,0.897781074,1.455761399,1.105240647,1.17401035,1.068691058,4.299079175,0.710694372,1.913547458,1.410014605,1.285856559,0.727176011,1.028127282,36.88866918,0.10388,0.42271,0.091070554,130,0.828932,1.289729975,1.289729975,0.13397715,0.21814,,0.959816,
5960,0.749033997,0.994293108,0.886548235,0.631842297,1.215621197,0.714666846,1.002928069,0.528755262,1.339561838,0.604567835,0.826845874,0.663156011,0.690208644,0.528794638,0.532681713,1.117994264,0.593336475,1.135461099,1.273867217,1.653199361,2.127841542,1.914397296,0.562175713,0.807082751,0.673565622,0.738578565,0.49079169,0.65135523,25.64915239,0.10388,0.575911,0.103287168,340,2.167976,-1.418942003,0,0,0.57052,,2.510288,
5961,1.805149789,0.605087311,3.624379193,0.44468509,1.976937468,0.402779782,0.564505735,1.165003764,0.461031528,0.670494855,0.391976835,0.822368579,0.732189067,0.36044552,0.845168115,0.588882462,0.38246644,0.509034707,1.136619428,1.938615641,0.729106025,0.559974105,0.424713364,1.177777772,0.410899071,0.784498362,0.319162062,0.470267791,24.30421986,0.10388,0.569447,0.06285647,544,3.4687616,-1.663611811,0,0,0.912832,,4.0164608,
5962,3.346828877,0.76797324,0.726235762,0.294630026,1.156215882,0.286417805,0.523204396,0.690409744,0.573489702,0.395265348,0.217346833,0.441032574,0.647841995,0.237170877,1.06869038,0.320344481,0.27030279,0.804752205,0.282643322,0.510198375,0.675398964,0.317347258,0.648727614,0.685288717,0.26642035,0.441599435,0.192672391,0.326729621,17.11517897,0.10388,0.373457,0.07977706,716,4.5655024,-1.218673523,0,0,1.201448,,5.2863712,
5963,1.860227945,0.514837557,0.747427471,0.25026216,0.654039742,0.696021643,1.02496934,0.527863705,0.336736786,0.23729547,0.504866545,0.232926826,0.19660208,0.624831478,3.652019354,0.671861975,0.264764714,0.806912442,0.526990696,0.708219239,0.859112465,0.302234222,0.419720258,0.697420393,0.928428851,0.296226035,0.586028775,0.641521754,19.77036992,0.10388,0.488254,0.053481325,841,5.3625524,-3.502324455,0,0,1.411198,,6.2092712,
5964,0.238698744,1.981048607,0.787230379,0.576013151,0.756379226,0.460679211,0.369020842,1.561987735,0.234879464,0.531581511,0.327858335,0.23194618,0.199818687,0.41810806,1.700692575,0.491858827,0.268865035,0.413131785,0.367152093,0.368258309,0.564552583,0.250338823,0.656120098,0.922581562,1.561168798,0.915301516,0.36008127,0.473314498,17.98866791,0.10388,0.592807,0.205791329,909,5.7961476,-5.557448856,0,0,1.525302,,6.7113288,
5965,0.287197317,2.375040385,0.478667045,0.429016561,0.441350391,0.322676379,0.268575921,1.939380351,0.718720728,0.408698037,0.213590309,0.243803556,0.239803659,0.593262238,0.64888972,0.329399966,0.286163639,0.349156424,0.572044901,0.364192117,0.397069022,0.631807372,1.605946955,0.467580077,0.550765994,0.436355219,0.602073993,0.568151742,16.76938001,0.10388,0.585738,0.246719195,849,5.4135636,-5.126366283,0,0,1.424622,,6.2683368,
5966,0.418252389,0.802471384,0.45253609,0.408137189,0.751972283,0.876174007,0.375169777,0.516580495,1.085562159,0.406261479,0.300469675,0.336162752,1.871430522,0.535962825,0.511534821,0.430846043,0.747632416,0.459197411,0.47760672,0.747331695,0.383576742,0.556754347,2.927683065,1.097622359,0.471065148,0.77731815,0.321217288,0.518460318,19.56498955,0.19015,0.559392,0.152589934,728,4.6420192,-4.223766811,0,0,1.221584,,5.3749696,
5967,0.698054706,0.752947419,0.809212936,0.378956881,0.792128582,0.707804923,0.350870252,1.523831583,2.426118902,0.967850731,0.283344777,0.329179112,2.312323193,0.383635735,0.894409284,0.489554297,0.550226316,0.429902353,0.33885596,0.502491275,0.850740426,0.810414238,0.402039507,1.768299106,2.628591485,0.534291,0.663588214,0.378413803,23.95807699,0.19015,0.556179,0.143172952,639,4.0745196,-3.376464894,0,0,1.072242,,4.7178648,
5968,0.522643872,0.868159179,0.597196198,0.771014718,0.837823471,0.598537164,0.351410113,0.508606211,0.387728484,0.959032618,0.296408495,0.762185266,0.797628442,0.654985924,0.322089944,0.545905291,0.543981366,0.427639551,0.379537492,0.355083183,0.710182841,1.093845854,0.403389785,0.646685785,0.777763449,0.393355861,0.472089021,0.871708508,16.85661809,0.27643,0.5335,0.239985242,438,2.7928632,-2.270219328,0,0,0.734964,,3.2338416,
5969,0.354778368,1.115588213,1.525312099,1.156864432,0.383246342,1.091472102,0.91250328,0.351196348,0.327816898,0.806996331,1.410051148,1.984719639,0.989044571,0.431974971,0.677191537,0.872739531,0.388276562,0.728466214,0.909207249,0.73791205,0.346238715,1.173214847,0.69721335,0.371644528,0.323646893,0.505382277,0.485664257,1.240267746,22.2986305,0.27643,0.548884,0.30838205,298,1.9001672,-1.545388832,0,0,0.500044,,2.2001936,
5970,0.473707952,0.992104577,0.451645459,1.322803467,1.262978545,1.198077986,0.715470517,0.89486607,0.430215888,0.775681097,0.730602541,1.772844637,0.622448271,1.447285752,0.592115884,1.239780089,0.867408137,1.157135787,0.813786198,1.143402089,0.409327593,0.866827462,0.63367451,0.830288509,0.870796425,0.578113656,0.669694673,2.358000246,26.12108402,0.27643,0.53762,0.274247468,139,0.8863196,-0.412611648,0,0,0.233242,,1.0262648,
5971,0.968063712,1.026076198,0.513574154,0.672321164,1.269438573,1.227073771,0.57497276,0.943002555,0.966319987,0.660136608,0.436553523,1.349841796,0.991832265,1.451366871,0.477691282,2.959680902,0.775885323,1.099711512,1.121928672,0.64789909,0.499823766,0.681545185,1.062747192,0.819025778,0.887706368,0.946892979,0.595424864,1.111240126,26.73777697,0.27643,0.550245,0.283638243,3,0.0191292,0.948934512,0.948934512,0.262313967,0.005034,,0.0221496,
5972,0.865275601,0.878848717,0.624380632,0.706224004,1.19788347,1.02480333,1.000766359,0.736015194,0.853031001,1.383983275,2.199463948,3.356174015,1.523657251,1.265525231,0.533780533,1.41556411,1.03888505,1.20803741,1.216307324,0.589589013,1.051244083,0.965958898,0.883092137,0.807391097,0.701762551,0.855210305,1.040371995,0.990665513,30.91389205,0.10388,0.552437,0.091294805,0,0,0.865275601,0.865275601,0.089884829,0,,0,
5973,0.941087223,1.050266609,0.860282444,1.267814629,1.349693273,0.930249581,1.308185916,0.867773182,0.921220047,1.185658789,0.920911382,3.413490156,1.178107276,1.610671607,0.740429233,1.337211277,1.214249266,1.291811399,1.118712597,0.764003081,1.346046936,1.083156783,0.872059811,0.994812333,0.777952638,0.899907717,1.212262987,1.153166865,32.61119504,0.10388,0.552399,0.109101695,0,0,0.941087223,0.941087223,0.097760141,0,,0,
5974,1.428099897,1.055844105,1.352208415,1.678792327,1.643041479,0.934111564,0.994987931,1.248669136,0.956692469,0.965750984,0.672820993,0.842808548,1.281929081,1.202985126,0.783977554,1.419633313,1.196423093,1.062855468,0.792440741,1.12844952,1.043495724,0.906721228,0.863847338,2.24081382,1.176909422,0.930470898,0.869974411,1.416047097,32.09080168,0.10388,0.554478,0.109681086,0,0,1.428099897,1.428099897,0.148351017,0,,0,
5975,1.655479264,1.147760388,1.729959497,1.385606878,1.284185429,1.026310995,1.006294232,1.302040328,1.35547659,1.352668079,0.672249636,0.817677248,1.339327237,1.282596405,1.29346453,1.254790154,1.812144182,1.161877636,0.811969896,1.193444921,0.945427045,0.98782229,1.347484885,1.319560133,1.215081382,0.954330141,0.871389049,1.043987592,33.57040604,0.10388,0.551039,0.119229349,0,0,1.655479264,1.655479264,0.171971186,0,,0,
